proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
HSPA9	UBE3A	0.429	0.0	0.245	0.0	0.275
HSPA9	TP73	0.444	0.424	0.05	0.0	0.065
HSPA9	SMAD4	0.457	0.0	0.075	0.0	0.437
HSPA9	CDKN2A	0.46	0.37	0.042	0.0	0.176
HSPA9	ESR1	0.531	0.258	0.0	0.0	0.394
HSPA9	SFN	0.549	0.094	0.081	0.0	0.502
HSPA9	BCL2	0.588	0.345	0.044	0.0	0.396
HSPA9	TCHP	0.594	0.0	0.047	0.0	0.592
HSPA9	HSPA4	0.955	0.215	0.542	0.5	0.747
HSPA9	HSP90AA1	0.958	0.587	0.457	0.0	0.829
HSPA4	FOXO3	0.402	0.0	0.06	0.0	0.39
HSPA4	TCHP	0.404	0.0	0.06	0.0	0.392
HSPA4	ATR	0.419	0.303	0.077	0.0	0.169
HSPA4	CDC25C	0.436	0.292	0.085	0.0	0.2
HSPA4	MAPK8	0.437	0.0	0.066	0.0	0.422
HSPA4	H2BC21	0.447	0.065	0.0	0.0	0.433
HSPA4	CDKN2A	0.448	0.145	0.042	0.0	0.381
HSPA4	DNMT1	0.516	0.294	0.062	0.0	0.327
HSPA4	BRCA1	0.571	0.0	0.074	0.0	0.556
HSPA4	CHEK1	0.575	0.045	0.102	0.0	0.545
HSPA4	PARP1	0.576	0.0	0.159	0.0	0.517
HSPA4	BCL2L11	0.58	0.292	0.042	0.0	0.431
HSPA4	CASP9	0.595	0.069	0.0	0.0	0.583
HSPA4	HMGB1	0.619	0.088	0.079	0.0	0.583
HSPA4	PTEN	0.654	0.05	0.0	0.0	0.651
HSPA4	CREB1	0.676	0.119	0.055	0.0	0.642
HSPA4	RELA	0.696	0.337	0.059	0.0	0.552
HSPA4	H3-4	0.704	0.069	0.067	0.0	0.686
HSPA4	CASP8	0.711	0.069	0.042	0.0	0.703
HSPA4	MCL1	0.72	0.51	0.05	0.0	0.448
HSPA4	ABL1	0.722	0.537	0.0	0.0	0.425
HSPA4	BCL2L1	0.73	0.0	0.042	0.0	0.73
HSPA4	H3C12	0.732	0.106	0.083	0.0	0.699
HSPA4	CDK1	0.739	0.335	0.122	0.0	0.589
HSPA4	HDAC2	0.741	0.314	0.133	0.0	0.599
HSPA4	JUN	0.765	0.156	0.0	0.0	0.733
HSPA4	MYC	0.839	0.174	0.064	0.0	0.809
HSPA4	BCL2	0.899	0.0	0.0	0.0	0.899
HSPA4	CASP3	0.906	0.069	0.047	0.0	0.903
HSPA4	HDAC1	0.921	0.314	0.088	0.0	0.884
HSPA4	AR	0.925	0.356	0.0	0.0	0.889
HSPA4	ESR1	0.931	0.801	0.0	0.0	0.668
HSPA4	UBE3A	0.938	0.51	0.16	0.0	0.863
HSPA4	HIF1A	0.938	0.837	0.075	0.0	0.626
HSPA4	HTT	0.958	0.091	0.064	0.0	0.954
HSPA4	PGR	0.972	0.356	0.0	0.0	0.959
HSPA4	HSP90AA1	0.999	0.876	0.529	0.0	0.999
CDC25A	XRCC6	0.401	0.0	0.074	0.0	0.38
CDC25A	MCL1	0.402	0.0	0.0	0.0	0.402
CDC25A	BCL2L1	0.418	0.0	0.0	0.0	0.418
CDC25A	EZH2	0.421	0.0	0.213	0.0	0.294
CDC25A	H3-4	0.424	0.0	0.055	0.0	0.415
CDC25A	H3C12	0.441	0.0	0.081	0.0	0.416
CDC25A	USP7	0.447	0.292	0.042	0.0	0.251
CDC25A	PARP1	0.458	0.0	0.086	0.0	0.432
CDC25A	RELA	0.464	0.141	0.0	0.0	0.402
CDC25A	CASP3	0.472	0.0	0.062	0.0	0.46
CDC25A	CDKN2A	0.487	0.0	0.053	0.0	0.481
CDC25A	PRKDC	0.494	0.164	0.107	0.0	0.377
CDC25A	BCL2	0.513	0.0	0.0	0.0	0.513
CDC25A	BRCA2	0.555	0.0	0.249	0.0	0.432
CDC25A	PTEN	0.556	0.114	0.082	0.0	0.498
CDC25A	RAD9A	0.631	0.0	0.056	0.0	0.626
CDC25A	RAD51	0.635	0.0	0.369	0.0	0.446
CDC25A	TP53BP1	0.682	0.075	0.086	0.0	0.653
CDC25A	SFN	0.701	0.318	0.044	0.0	0.579
CDC25A	H2AX	0.766	0.052	0.229	0.0	0.706
CDC25A	CCNL2	0.791	0.0	0.0	0.0	0.791
CDC25A	CDKN1A	0.847	0.115	0.11	0.5	0.657
CDC25A	ATR	0.86	0.179	0.0	0.5	0.687
CDC25A	E2F1	0.907	0.0	0.284	0.5	0.762
CDC25A	BRCA1	0.929	0.0	0.236	0.0	0.911
CDC25A	CCNA2	0.934	0.079	0.515	0.5	0.741
CDC25A	MYC	0.95	0.053	0.088	0.75	0.797
CDC25A	CDC25C	0.961	0.0	0.337	0.9	0.424
CDC25A	CDK1	0.993	0.326	0.41	0.9	0.858
CDC25A	CHEK2	0.998	0.849	0.16	0.75	0.949
CDC25A	CHEK1	0.999	0.903	0.473	0.9	0.944
CASP3	CCNG1	0.407	0.0	0.129	0.0	0.347
CASP3	FOXO4	0.415	0.0	0.0	0.0	0.415
CASP3	H2BC21	0.418	0.0	0.0	0.0	0.418
CASP3	MDM4	0.476	0.067	0.059	0.0	0.451
CASP3	HDAC2	0.483	0.0	0.082	0.0	0.46
CASP3	DNMT1	0.488	0.0	0.06	0.0	0.478
CASP3	PPP1R13L	0.495	0.0	0.056	0.0	0.486
CASP3	TP53BP1	0.501	0.084	0.042	0.0	0.478
CASP3	SMAD4	0.517	0.0	0.075	0.0	0.499
CASP3	PGR	0.518	0.0	0.046	0.0	0.515
CASP3	EZH2	0.519	0.046	0.097	0.0	0.486
CASP3	GADD45A	0.525	0.0	0.056	0.0	0.518
CASP3	TP73	0.557	0.0	0.044	0.0	0.556
CASP3	TP53BP2	0.562	0.0	0.095	0.0	0.536
CASP3	SP1	0.569	0.292	0.044	0.0	0.415
CASP3	BRCA1	0.577	0.0	0.089	0.0	0.555
CASP3	AR	0.597	0.0	0.046	0.0	0.595
CASP3	CDC25C	0.604	0.0	0.048	0.0	0.601
CASP3	E2F1	0.604	0.0	0.0	0.0	0.604
CASP3	RELA	0.607	0.061	0.068	0.0	0.587
CASP3	CHEK2	0.608	0.0	0.049	0.0	0.605
CASP3	ABL1	0.608	0.067	0.067	0.0	0.586
CASP3	TCHP	0.613	0.0	0.055	0.0	0.608
CASP3	CDKN2A	0.615	0.076	0.042	0.0	0.601
CASP3	BRCA2	0.623	0.0	0.074	0.0	0.609
CASP3	CCNL2	0.627	0.0	0.053	0.0	0.623
CASP3	XRCC6	0.648	0.0	0.042	0.0	0.648
CASP3	RAD51	0.651	0.407	0.086	0.0	0.407
CASP3	BAK1	0.666	0.125	0.067	0.0	0.624
CASP3	CREB1	0.682	0.0	0.126	0.0	0.651
CASP3	ESR1	0.692	0.0	0.046	0.0	0.691
CASP3	H2AX	0.696	0.0	0.044	0.0	0.696
CASP3	CCNA2	0.706	0.0	0.077	0.0	0.694
CASP3	H3C12	0.731	0.046	0.042	0.0	0.729
CASP3	H3-4	0.732	0.046	0.0	0.0	0.73
CASP3	PRKDC	0.732	0.51	0.042	0.0	0.475
CASP3	HDAC1	0.738	0.0	0.074	0.0	0.728
CASP3	PMAIP1	0.743	0.0	0.118	0.0	0.72
CASP3	PTEN	0.748	0.0	0.044	0.0	0.748
CASP3	HTT	0.75	0.11	0.042	0.0	0.73
CASP3	BBC3	0.752	0.0	0.0	0.0	0.752
CASP3	HMGB1	0.755	0.0	0.109	0.0	0.736
CASP3	CHEK1	0.764	0.0	0.089	0.0	0.752
CASP3	HIF1A	0.766	0.0	0.094	0.0	0.752
CASP3	FOXO3	0.776	0.0	0.0	0.0	0.776
CASP3	JUN	0.809	0.046	0.0	0.0	0.808
CASP3	CDK1	0.862	0.0	0.137	0.0	0.846
CASP3	BCL2L11	0.863	0.0	0.085	0.0	0.857
CASP3	HSP90AA1	0.878	0.071	0.05	0.0	0.873
CASP3	MYC	0.881	0.0	0.0	0.0	0.881
CASP3	MCL1	0.911	0.354	0.091	0.0	0.861
CASP3	MAPK8	0.943	0.292	0.049	0.0	0.922
CASP3	BCL2L1	0.95	0.209	0.044	0.0	0.94
CASP3	BCL2	0.987	0.354	0.098	0.0	0.98
CASP3	CDKN1A	0.996	0.828	0.057	0.9	0.806
CASP3	CASP8	0.999	0.786	0.105	0.9	0.983
CASP3	PARP1	0.999	0.867	0.064	0.9	0.953
CASP3	CASP9	0.999	0.846	0.049	0.9	0.957
RAD9A	AR	0.404	0.292	0.0	0.0	0.194
RAD9A	PARP1	0.407	0.0	0.056	0.0	0.397
RAD9A	HDAC1	0.416	0.292	0.048	0.0	0.204
RAD9A	ABL1	0.45	0.292	0.0	0.0	0.256
RAD9A	CDK1	0.491	0.102	0.057	0.0	0.447
RAD9A	KAT5	0.66	0.0	0.058	0.5	0.337
RAD9A	XRCC6	0.663	0.075	0.0	0.0	0.65
RAD9A	PRKDC	0.69	0.0	0.0	0.0	0.69
RAD9A	BCL2L1	0.754	0.523	0.062	0.0	0.494
RAD9A	H2AX	0.767	0.052	0.047	0.0	0.763
RAD9A	H3-4	0.876	0.061	0.067	0.0	0.87
RAD9A	H3C12	0.876	0.061	0.067	0.0	0.87
RAD9A	BRCA1	0.895	0.421	0.074	0.5	0.656
RAD9A	TP53BP1	0.905	0.557	0.056	0.0	0.792
RAD9A	BRCA2	0.931	0.136	0.042	0.5	0.855
RAD9A	BCL2	0.934	0.535	0.062	0.0	0.861
RAD9A	RAD51	0.951	0.123	0.116	0.5	0.889
RAD9A	CHEK1	0.963	0.0	0.0	0.5	0.93
RAD9A	CHEK2	0.981	0.306	0.049	0.0	0.974
RAD9A	ATR	0.994	0.362	0.0	0.9	0.921
PRKDC	DNMT1	0.404	0.0	0.212	0.0	0.275
PRKDC	HDAC2	0.406	0.095	0.067	0.0	0.353
PRKDC	SP1	0.413	0.312	0.067	0.0	0.158
PRKDC	BCL2	0.414	0.0	0.0	0.0	0.415
PRKDC	HDAC1	0.417	0.0	0.082	0.0	0.391
PRKDC	PGR	0.42	0.292	0.0	0.0	0.214
PRKDC	MAPK8	0.425	0.292	0.049	0.0	0.215
PRKDC	E2F1	0.425	0.071	0.114	0.0	0.357
PRKDC	PTEN	0.468	0.103	0.056	0.0	0.422
PRKDC	HTT	0.532	0.072	0.12	0.0	0.472
PRKDC	CDK1	0.537	0.058	0.152	0.0	0.467
PRKDC	RELA	0.554	0.445	0.062	0.0	0.212
PRKDC	JUN	0.594	0.397	0.0	0.0	0.354
PRKDC	H2BC12	0.602	0.0	0.042	0.5	0.235
PRKDC	H2BC13	0.602	0.0	0.0	0.5	0.236
PRKDC	H2BC11	0.604	0.0	0.044	0.5	0.238
PRKDC	CCNA2	0.619	0.0	0.149	0.0	0.571
PRKDC	CDKN2A	0.64	0.107	0.042	0.0	0.613
PRKDC	CDC25C	0.643	0.095	0.085	0.0	0.604
PRKDC	ATR	0.643	0.25	0.157	0.0	0.481
PRKDC	H3C12	0.661	0.401	0.056	0.0	0.448
PRKDC	AR	0.672	0.51	0.0	0.0	0.358
PRKDC	H2BC3	0.705	0.292	0.0	0.5	0.235
PRKDC	ESR1	0.717	0.306	0.0	0.0	0.61
PRKDC	H3-4	0.723	0.091	0.0	0.5	0.439
PRKDC	MYC	0.731	0.451	0.085	0.0	0.508
PRKDC	HSP90AA1	0.733	0.208	0.091	0.0	0.659
PRKDC	HIF1A	0.796	0.528	0.056	0.0	0.579
PRKDC	ABL1	0.802	0.315	0.048	0.0	0.721
PRKDC	RAD51	0.823	0.065	0.098	0.0	0.807
PRKDC	H2BC21	0.831	0.188	0.0	0.5	0.618
PRKDC	BRCA2	0.887	0.0	0.092	0.54	0.751
PRKDC	TP53BP1	0.895	0.0	0.058	0.5	0.795
PRKDC	KAT5	0.918	0.292	0.074	0.5	0.781
PRKDC	CHEK1	0.928	0.504	0.124	0.0	0.847
PRKDC	CHEK2	0.937	0.553	0.063	0.0	0.861
PRKDC	BRCA1	0.955	0.292	0.21	0.54	0.846
PRKDC	H2AX	0.983	0.833	0.075	0.5	0.81
PRKDC	PARP1	0.993	0.693	0.245	0.0	0.975
PRKDC	XRCC6	0.999	0.991	0.107	0.9	0.999
EZH2	TP53BP1	0.41	0.097	0.048	0.0	0.369
EZH2	CREB1	0.414	0.0	0.074	0.0	0.393
EZH2	BCL2L1	0.426	0.0	0.057	0.0	0.417
EZH2	PGR	0.432	0.067	0.067	0.0	0.4
EZH2	BCL2L11	0.441	0.0	0.054	0.0	0.434
EZH2	SP1	0.445	0.095	0.11	0.0	0.366
EZH2	CHEK2	0.45	0.093	0.111	0.0	0.372
EZH2	FOXO3	0.45	0.069	0.052	0.0	0.427
EZH2	MCL1	0.488	0.0	0.057	0.0	0.479
EZH2	KAT5	0.494	0.094	0.059	0.0	0.453
EZH2	MDM4	0.523	0.329	0.055	0.0	0.307
EZH2	BRCA2	0.552	0.0	0.223	0.0	0.448
EZH2	RAD51	0.566	0.046	0.314	0.0	0.39
EZH2	CHEK1	0.588	0.0	0.346	0.0	0.396
EZH2	PARP1	0.592	0.0	0.148	0.0	0.541
EZH2	ABL1	0.606	0.077	0.043	0.0	0.59
EZH2	BCL2	0.614	0.0	0.057	0.0	0.608
EZH2	SMAD4	0.621	0.292	0.056	0.0	0.479
EZH2	H2BC3	0.648	0.14	0.064	0.5	0.23
EZH2	CCNA2	0.649	0.0	0.408	0.0	0.431
EZH2	H2BC13	0.652	0.14	0.069	0.5	0.234
EZH2	UBE3A	0.701	0.625	0.081	0.0	0.204
EZH2	HSP90AA1	0.714	0.299	0.064	0.0	0.6
EZH2	HIF1A	0.715	0.047	0.066	0.0	0.706
EZH2	CDKN1A	0.739	0.0	0.044	0.0	0.738
EZH2	PTEN	0.76	0.135	0.091	0.0	0.719
EZH2	CDKN2A	0.813	0.106	0.055	0.0	0.796
EZH2	H2AX	0.828	0.143	0.126	0.5	0.597
EZH2	JUN	0.852	0.0	0.0	0.5	0.717
EZH2	H2BC21	0.886	0.269	0.064	0.5	0.706
EZH2	USP7	0.898	0.837	0.047	0.0	0.397
EZH2	ESR1	0.915	0.32	0.048	0.0	0.879
EZH2	RELA	0.915	0.314	0.054	0.0	0.879
EZH2	E2F1	0.916	0.304	0.169	0.5	0.744
EZH2	BRCA1	0.926	0.516	0.227	0.0	0.818
EZH2	H2BC12	0.928	0.82	0.084	0.5	0.23
EZH2	H2BC11	0.929	0.82	0.088	0.5	0.236
EZH2	CDK1	0.965	0.823	0.371	0.0	0.716
EZH2	AR	0.978	0.635	0.054	0.0	0.941
EZH2	MYC	0.984	0.742	0.097	0.0	0.94
EZH2	H3C12	0.985	0.267	0.064	0.5	0.963
EZH2	H3-4	0.989	0.713	0.058	0.0	0.963
EZH2	DNMT1	0.999	0.826	0.253	0.5	0.997
EZH2	HDAC1	0.999	0.862	0.09	0.5	0.996
EZH2	HDAC2	0.999	0.812	0.102	0.9	0.985
RCHY1	HIPK2	0.409	0.066	0.052	0.0	0.387
RCHY1	UBE3A	0.475	0.0	0.067	0.0	0.461
RCHY1	CHEK2	0.508	0.301	0.0	0.0	0.325
RCHY1	USP7	0.511	0.0	0.049	0.0	0.507
RCHY1	MDM4	0.686	0.292	0.0	0.0	0.576
RCHY1	KAT5	0.772	0.474	0.0	0.0	0.585
RCHY1	AR	0.939	0.735	0.0	0.0	0.78
CDC25C	MCL1	0.405	0.0	0.0	0.0	0.405
CDC25C	CDKN2A	0.439	0.0	0.067	0.0	0.424
CDC25C	GADD45A	0.448	0.0	0.0	0.0	0.448
CDC25C	TP53BP1	0.448	0.075	0.093	0.0	0.394
CDC25C	CASP8	0.458	0.0	0.042	0.0	0.458
CDC25C	BCL2L1	0.477	0.0	0.0	0.0	0.477
CDC25C	BRCA2	0.479	0.0	0.207	0.0	0.37
CDC25C	PTEN	0.479	0.114	0.082	0.0	0.411
CDC25C	HSP90AA1	0.496	0.292	0.059	0.0	0.305
CDC25C	MYC	0.501	0.053	0.08	0.0	0.474
CDC25C	H3-4	0.504	0.0	0.055	0.0	0.496
CDC25C	H3C12	0.521	0.0	0.087	0.0	0.496
CDC25C	CASP9	0.583	0.0	0.0	0.0	0.583
CDC25C	PARP1	0.587	0.0	0.078	0.0	0.571
CDC25C	RAD51	0.59	0.0	0.361	0.0	0.384
CDC25C	BCL2	0.596	0.0	0.0	0.0	0.596
CDC25C	CCNL2	0.624	0.0	0.0	0.0	0.624
CDC25C	E2F1	0.636	0.0	0.2	0.0	0.563
CDC25C	CDKN1A	0.681	0.0	0.11	0.0	0.657
CDC25C	H2AX	0.703	0.052	0.145	0.0	0.663
CDC25C	BRCA1	0.735	0.292	0.269	0.0	0.529
CDC25C	ATR	0.798	0.179	0.044	0.5	0.546
CDC25C	CCNA2	0.956	0.0	0.688	0.5	0.741
CDC25C	SFN	0.966	0.475	0.042	0.5	0.883
CDC25C	CHEK2	0.998	0.907	0.197	0.75	0.919
CDC25C	CHEK1	0.999	0.944	0.347	0.9	0.938
CDC25C	CDK1	0.999	0.714	0.775	0.9	0.975
TCHP	BBC3	0.403	0.0	0.0	0.0	0.403
TCHP	BCL2L11	0.405	0.0	0.0	0.0	0.405
TCHP	FOXO3	0.414	0.0	0.0	0.0	0.415
TCHP	H2AX	0.419	0.0	0.043	0.0	0.418
TCHP	DNMT1	0.427	0.0	0.125	0.0	0.372
TCHP	MCL1	0.438	0.0	0.0	0.0	0.438
TCHP	UBE2I	0.44	0.0	0.081	0.0	0.415
TCHP	GADD45A	0.448	0.0	0.0	0.0	0.448
TCHP	H3C12	0.453	0.0	0.053	0.0	0.447
TCHP	H3-4	0.453	0.0	0.053	0.0	0.447
TCHP	CASP8	0.475	0.0	0.049	0.0	0.471
TCHP	JUN	0.507	0.0	0.0	0.0	0.507
TCHP	PMAIP1	0.507	0.0	0.0	0.0	0.507
TCHP	CDK1	0.509	0.0	0.048	0.0	0.506
TCHP	CHEK1	0.517	0.0	0.062	0.0	0.507
TCHP	CASP9	0.533	0.0	0.093	0.0	0.506
TCHP	CCNA2	0.534	0.0	0.056	0.0	0.527
TCHP	PARP1	0.536	0.0	0.098	0.0	0.507
TCHP	USP7	0.552	0.0	0.049	0.0	0.549
TCHP	RAD51	0.557	0.0	0.059	0.0	0.549
TCHP	ABL1	0.571	0.0	0.075	0.0	0.555
TCHP	CHEK2	0.573	0.0	0.106	0.0	0.542
TCHP	SFN	0.591	0.0	0.0	0.0	0.591
TCHP	PGR	0.606	0.0	0.092	0.0	0.584
TCHP	HSP90AA1	0.615	0.0	0.0	0.0	0.615
TCHP	MYC	0.625	0.0	0.054	0.0	0.62
TCHP	TP53BP1	0.642	0.0	0.049	0.0	0.639
TCHP	ESR1	0.67	0.0	0.0	0.0	0.67
TCHP	UBE3A	0.691	0.0	0.058	0.0	0.686
TCHP	BCL2L1	0.707	0.0	0.0	0.0	0.707
TCHP	BRCA2	0.716	0.0	0.042	0.0	0.716
TCHP	E2F1	0.73	0.0	0.05	0.0	0.728
TCHP	BRCA1	0.731	0.0	0.074	0.0	0.722
TCHP	HDAC1	0.732	0.0	0.052	0.0	0.729
TCHP	CCNL2	0.74	0.0	0.049	0.0	0.738
TCHP	CDKN1A	0.76	0.0	0.0	0.0	0.76
TCHP	CDKN2A	0.828	0.0	0.0	0.0	0.828
TCHP	BCL2	0.851	0.0	0.0	0.0	0.851
TCHP	PTEN	0.859	0.0	0.085	0.0	0.853
TCHP	MDM4	0.863	0.0	0.044	0.0	0.863
TCHP	HIF1A	0.983	0.0	0.055	0.0	0.983
PGR	HDAC1	0.4	0.045	0.0	0.0	0.398
PGR	BCL2L1	0.404	0.095	0.0	0.0	0.369
PGR	CREB1	0.407	0.046	0.056	0.0	0.395
PGR	CCNA2	0.408	0.0	0.049	0.0	0.403
PGR	XRCC6	0.412	0.309	0.054	0.0	0.174
PGR	E2F1	0.412	0.0	0.0	0.0	0.412
PGR	H3C12	0.415	0.042	0.053	0.0	0.407
PGR	H3-4	0.419	0.042	0.053	0.0	0.41
PGR	H2AX	0.444	0.0	0.0	0.0	0.444
PGR	UBE2I	0.49	0.045	0.0	0.4	0.182
PGR	CHEK2	0.501	0.0	0.092	0.0	0.472
PGR	CDKN1A	0.555	0.292	0.0	0.0	0.397
PGR	CDKN2A	0.572	0.0	0.0	0.0	0.572
PGR	UBE3A	0.599	0.23	0.058	0.0	0.492
PGR	HMGB1	0.599	0.292	0.0	0.0	0.457
PGR	BCL2	0.636	0.045	0.047	0.0	0.632
PGR	SP1	0.663	0.523	0.042	0.0	0.321
PGR	JUN	0.664	0.057	0.0	0.0	0.658
PGR	PTEN	0.667	0.046	0.0	0.0	0.665
PGR	RELA	0.702	0.298	0.0	0.0	0.593
PGR	MYC	0.705	0.294	0.053	0.0	0.594
PGR	PARP1	0.711	0.309	0.092	0.0	0.577
PGR	HIF1A	0.717	0.071	0.067	0.0	0.699
PGR	AR	0.766	0.0	0.124	0.5	0.509
PGR	BRCA2	0.795	0.0	0.0	0.0	0.795
PGR	MAPK8	0.921	0.0	0.0	0.9	0.248
PGR	BRCA1	0.963	0.512	0.0	0.0	0.928
PGR	ESR1	0.974	0.771	0.24	0.7	0.56
PGR	HSP90AA1	0.99	0.582	0.054	0.5	0.956
PMAIP1	HSP90AA1	0.407	0.0	0.055	0.0	0.399
PMAIP1	TP73	0.409	0.091	0.0	0.0	0.377
PMAIP1	CCNG1	0.411	0.0	0.059	0.0	0.4
PMAIP1	PTEN	0.447	0.0	0.0	0.0	0.447
PMAIP1	CDK1	0.458	0.0	0.107	0.0	0.418
PMAIP1	HIF1A	0.469	0.0	0.084	0.0	0.445
PMAIP1	CHEK2	0.488	0.0	0.062	0.0	0.477
PMAIP1	JUN	0.502	0.0	0.083	0.0	0.48
PMAIP1	CHEK1	0.504	0.0	0.097	0.0	0.474
PMAIP1	MDM4	0.505	0.0	0.0	0.0	0.505
PMAIP1	CDKN2A	0.509	0.0	0.047	0.0	0.506
PMAIP1	FOXO3	0.509	0.0	0.046	0.0	0.507
PMAIP1	SFN	0.513	0.0	0.056	0.0	0.506
PMAIP1	MYC	0.596	0.0	0.099	0.0	0.571
PMAIP1	PARP1	0.624	0.0	0.044	0.0	0.623
PMAIP1	GADD45A	0.633	0.0	0.072	0.0	0.621
PMAIP1	CDKN1A	0.666	0.0	0.074	0.0	0.655
PMAIP1	CASP8	0.695	0.0	0.088	0.0	0.679
PMAIP1	CASP9	0.726	0.0	0.086	0.0	0.713
PMAIP1	E2F1	0.737	0.0	0.07	0.5	0.48
PMAIP1	BAK1	0.823	0.109	0.067	0.54	0.594
PMAIP1	BBC3	0.987	0.0	0.072	0.9	0.875
PMAIP1	BCL2L11	0.996	0.405	0.054	0.9	0.948
PMAIP1	MCL1	0.999	0.969	0.097	0.54	0.998
PMAIP1	BCL2L1	0.999	0.741	0.0	0.9	0.998
PMAIP1	BCL2	0.999	0.628	0.042	0.9	0.997
SP1	FOXO3	0.4	0.096	0.106	0.0	0.318
SP1	BRCA2	0.401	0.292	0.056	0.0	0.176
SP1	USP7	0.428	0.239	0.067	0.0	0.259
SP1	PTEN	0.43	0.067	0.064	0.0	0.4
SP1	BCL2	0.447	0.0	0.0	0.0	0.447
SP1	H3-4	0.482	0.099	0.0	0.0	0.449
SP1	H3C12	0.483	0.099	0.044	0.0	0.448
SP1	PARP1	0.545	0.292	0.053	0.0	0.376
SP1	CDKN2A	0.564	0.328	0.042	0.0	0.376
SP1	CDKN1A	0.615	0.294	0.065	0.0	0.463
SP1	CDK1	0.656	0.535	0.06	0.0	0.275
SP1	BRCA1	0.665	0.513	0.06	0.0	0.327
SP1	HSP90AA1	0.667	0.526	0.075	0.0	0.302
SP1	CCNA2	0.718	0.625	0.058	0.0	0.266
SP1	DNMT1	0.773	0.314	0.062	0.0	0.676
SP1	CREB1	0.784	0.095	0.146	0.0	0.744
SP1	AR	0.837	0.635	0.043	0.0	0.572
SP1	HDAC2	0.916	0.874	0.055	0.0	0.352
SP1	HIF1A	0.923	0.678	0.0	0.0	0.771
SP1	SMAD4	0.933	0.79	0.124	0.5	0.363
SP1	HTT	0.945	0.628	0.107	0.0	0.849
SP1	RELA	0.953	0.876	0.06	0.0	0.631
SP1	MAPK8	0.962	0.517	0.06	0.9	0.272
SP1	MYC	0.974	0.785	0.06	0.0	0.883
SP1	E2F1	0.983	0.745	0.0	0.5	0.883
SP1	HDAC1	0.991	0.962	0.106	0.0	0.779
SP1	JUN	0.996	0.794	0.102	0.9	0.826
SP1	ESR1	0.999	0.892	0.0	0.9	0.979
CASP9	HDAC1	0.412	0.0	0.078	0.0	0.388
CASP9	GADD45A	0.417	0.0	0.049	0.0	0.413
CASP9	CDKN2A	0.452	0.076	0.0	0.0	0.432
CASP9	HMGB1	0.456	0.142	0.062	0.0	0.379
CASP9	RELA	0.462	0.061	0.069	0.0	0.434
CASP9	H3-4	0.466	0.046	0.0	0.0	0.463
CASP9	H3C12	0.466	0.046	0.0	0.0	0.463
CASP9	E2F1	0.474	0.0	0.049	0.0	0.47
CASP9	CREB1	0.484	0.0	0.092	0.0	0.455
CASP9	H2AX	0.501	0.0	0.0	0.0	0.501
CASP9	CHEK1	0.504	0.0	0.074	0.0	0.486
CASP9	CHEK2	0.505	0.0	0.067	0.0	0.492
CASP9	CCNL2	0.522	0.0	0.056	0.0	0.515
CASP9	ESR1	0.537	0.0	0.046	0.0	0.535
CASP9	HSP90AA1	0.541	0.068	0.0	0.0	0.528
CASP9	HTT	0.56	0.075	0.06	0.0	0.535
CASP9	BRCA1	0.574	0.292	0.092	0.0	0.39
CASP9	BBC3	0.594	0.0	0.085	0.0	0.575
CASP9	CCNA2	0.606	0.0	0.047	0.0	0.603
CASP9	ABL1	0.629	0.311	0.074	0.0	0.466
CASP9	PTEN	0.642	0.0	0.059	0.0	0.635
CASP9	BAK1	0.664	0.125	0.067	0.0	0.622
CASP9	FOXO3	0.683	0.0	0.067	0.0	0.674
CASP9	CDKN1A	0.713	0.0	0.051	0.0	0.709
CASP9	MYC	0.717	0.0	0.0	0.0	0.717
CASP9	MAPK8	0.727	0.0	0.049	0.0	0.725
CASP9	HIF1A	0.746	0.0	0.067	0.0	0.739
CASP9	CDK1	0.763	0.0	0.104	0.0	0.747
CASP9	JUN	0.77	0.301	0.0	0.0	0.685
CASP9	MCL1	0.829	0.125	0.075	0.0	0.805
CASP9	BCL2L11	0.864	0.0	0.133	0.0	0.85
CASP9	CASP8	0.944	0.628	0.104	0.54	0.678
CASP9	BCL2	0.946	0.125	0.091	0.0	0.938
CASP9	PARP1	0.991	0.091	0.049	0.9	0.915
CASP9	BCL2L1	0.992	0.822	0.082	0.0	0.959
HSP90AA1	CCNL2	0.405	0.0	0.049	0.0	0.4
HSP90AA1	FOXO4	0.416	0.067	0.0	0.0	0.399
HSP90AA1	CCNA2	0.418	0.0	0.072	0.0	0.399
HSP90AA1	MDM4	0.419	0.146	0.049	0.0	0.343
HSP90AA1	CREB1	0.423	0.0	0.049	0.0	0.419
HSP90AA1	CHEK2	0.425	0.071	0.049	0.0	0.401
HSP90AA1	SMAD4	0.434	0.07	0.091	0.0	0.384
HSP90AA1	H2BC21	0.436	0.059	0.048	0.0	0.421
HSP90AA1	SFN	0.45	0.177	0.126	0.0	0.296
HSP90AA1	FOXO3	0.492	0.067	0.0	0.0	0.478
HSP90AA1	RAD51	0.499	0.182	0.056	0.0	0.402
HSP90AA1	RELA	0.525	0.187	0.058	0.0	0.429
HSP90AA1	XRCC6	0.533	0.0	0.151	0.0	0.472
HSP90AA1	CDKN2A	0.541	0.133	0.042	0.0	0.492
HSP90AA1	H2AX	0.553	0.312	0.066	0.0	0.359
HSP90AA1	UBE3A	0.577	0.0	0.067	0.0	0.566
HSP90AA1	ATR	0.585	0.381	0.056	0.0	0.347
